"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","A1101","B1102","C620101","C620105","C620106","C620107","C620108","C620109","C620110","C620111","C620114","C620115","C620116","C620117","C620118","C620119","C620120","C620121","C620122","#A01202","#A01302","#A03504","#A03505","#A03506","#B01301"
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","B1102_総面積（北方地域及び竹島を含む）【ｈａ】","C620101_純付加価値額（民営）（農林漁業）【百万円】","C620105_純付加価値額（民営）（鉱業、採石業、砂利採取業）【百万円】","C620106_純付加価値額（民営）（建設業）【百万円】","C620107_純付加価値額（民営）（製造業）【百万円】","C620108_純付加価値額（民営）（電気・ガス・熱供給・水道業）【百万円】","C620109_純付加価値額（民営）（情報通信業）【百万円】","C620110_純付加価値額（民営）（運輸業、郵便業）【百万円】","C620111_純付加価値額（民営）（卸売業、小売業）【百万円】","C620114_純付加価値額（民営）（金融業、保険業）【百万円】","C620115_純付加価値額（民営）（不動産業、物品賃貸業）【百万円】","C620116_純付加価値額（民営）（学術研究、専門・技術サービス業）【百万円】","C620117_純付加価値額（民営）（宿泊業、飲食サービス業）【百万円】","C620118_純付加価値額（民営）（生活関連サービス業、娯楽業）【百万円】","C620119_純付加価値額（民営）（教育、学習支援業）【百万円】","C620120_純付加価値額（民営）（医療、福祉）【百万円】","C620121_純付加価値額（民営）（複合サービス事業）【百万円】","C620122_純付加価値額（民営）（サービス業（他に分類されないもの））【百万円】","#A01202_可住地面積１km2当たり人口密度【人】","#A01302_昼夜間人口比率【％】","#A03504_15歳未満人口割合【％】","#A03505_15～64歳人口割合【％】","#A03506_65歳以上人口割合【％】","#B01301_可住地面積割合【％】"
"2013100000","2013年度","27103","大阪府 大阪市 福島区","","***","467","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27104","大阪府 大阪市 此花区","","***","1,694","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27106","大阪府 大阪市 西区","","***","520","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27107","大阪府 大阪市 港区","","***","790","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27108","大阪府 大阪市 大正区","","***","943","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27109","大阪府 大阪市 天王寺区","","***","480","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27111","大阪府 大阪市 浪速区","","***","437","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27113","大阪府 大阪市 西淀川区","","***","1,423","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27114","大阪府 大阪市 東淀川区","","***","1,325","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27115","大阪府 大阪市 東成区","","***","455","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27116","大阪府 大阪市 生野区","","***","838","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27117","大阪府 大阪市 旭区","","***","630","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27118","大阪府 大阪市 城東区","","***","842","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27119","大阪府 大阪市 阿倍野区","","***","599","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27120","大阪府 大阪市 住吉区","","***","934","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27121","大阪府 大阪市 東住吉区","","***","975","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27122","大阪府 大阪市 西成区","","***","735","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27123","大阪府 大阪市 淀川区","","***","1,264","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27124","大阪府 大阪市 鶴見区","","***","816","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27125","大阪府 大阪市 住之江区","","***","2,077","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27126","大阪府 大阪市 平野区","","***","1,530","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27127","大阪府 大阪市 北区","","***","1,033","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27128","大阪府 大阪市 中央区","","***","888","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27140","大阪府 堺市","","***","14,999","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","97.3"
"2013100000","2013年度","27141","大阪府 堺市 堺区","","***","2,369","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27142","大阪府 堺市 中区","","***","1,794","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27143","大阪府 堺市 東区","","***","1,048","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27144","大阪府 堺市 西区","","***","2,862","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27145","大阪府 堺市 南区","","***","4,044","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","90.0"
"2013100000","2013年度","27146","大阪府 堺市 北区","","***","1,558","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27147","大阪府 堺市 美原区","","***","1,324","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","99.9"
"2013100000","2013年度","27202","大阪府 岸和田市","","***","7,232","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","72.9"
"2013100000","2013年度","27203","大阪府 豊中市","","***","3,638","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","99.9"
"2013100000","2013年度","27204","大阪府 池田市","","***","2,209","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","74.9"
"2013100000","2013年度","27205","大阪府 吹田市","","***","3,611","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","99.4"
"2013100000","2013年度","27206","大阪府 泉大津市","","***","1,336","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27207","大阪府 高槻市","","***","10,531","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","54.3"
"2013100000","2013年度","27208","大阪府 貝塚市","","***","4,399","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","59.6"
"2013100000","2013年度","27209","大阪府 守口市","","***","1,273","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27210","大阪府 枚方市","","***","6,508","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","88.8"
"2013100000","2013年度","27211","大阪府 茨木市","","***","7,652","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","61.7"
"2013100000","2013年度","27212","大阪府 八尾市","","***","4,171","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","88.4"
"2013100000","2013年度","27213","大阪府 泉佐野市","","***","5,636","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","64.6"
"2013100000","2013年度","27214","大阪府 富田林市","","***","3,966","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","92.4"
"2013100000","2013年度","27215","大阪府 寝屋川市","","***","2,473","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","96.5"
"2013100000","2013年度","27216","大阪府 河内長野市","","***","10,961","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","31.0"
"2013100000","2013年度","27217","大阪府 松原市","","***","1,666","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27218","大阪府 大東市","","***","1,827","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","84.6"
"2013100000","2013年度","27219","大阪府 和泉市","","***","8,498","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","59.0"
"2013100000","2013年度","27220","大阪府 箕面市","","***","4,784","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","40.5"
"2013100000","2013年度","27221","大阪府 柏原市","","***","2,539","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","71.1"
"2013100000","2013年度","27222","大阪府 羽曳野市","","***","2,644","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","90.6"
"2013100000","2013年度","27223","大阪府 門真市","","***","1,228","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27224","大阪府 摂津市","","***","1,488","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27225","大阪府 高石市","","***","1,135","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27226","大阪府 藤井寺市","","***","889","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27227","大阪府 東大阪市","","***","6,181","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","83.7"
"2013100000","2013年度","27228","大阪府 泉南市","","***","4,883","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","54.1"
"2013100000","2013年度","27229","大阪府 四條畷市","","***","1,874","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","60.3"
"2013100000","2013年度","27230","大阪府 交野市","","***","2,555","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","62.4"
"2013100000","2013年度","27231","大阪府 大阪狭山市","","***","1,186","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","97.5"
"2013100000","2013年度","27232","大阪府 阪南市","","***","3,610","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","44.3"
"2013100000","2013年度","27301","大阪府 島本町","","***","1,678","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","40.1"
"2013100000","2013年度","27321","大阪府 豊能町","","***","3,437","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","35.4"
"2013100000","2013年度","27322","大阪府 能勢町","","***","9,868","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","21.5"
"2013100000","2013年度","27341","大阪府 忠岡町","","***","403","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27361","大阪府 熊取町","","***","1,723","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","69.0"
"2013100000","2013年度","27362","大阪府 田尻町","","***","560","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2013100000","2013年度","27366","大阪府 岬町","","***","4,910","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","26.0"
"2013100000","2013年度","27381","大阪府 太子町","","***","1,417","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","63.4"
"2013100000","2013年度","27382","大阪府 河南町","","***","2,526","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","51.9"
"2013100000","2013年度","27383","大阪府 千早赤阪村","","***","3,738","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","19.3"
"2012100000","2012年度","27100","大阪府 大阪市","","***","22,300","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27102","大阪府 大阪市 都島区","","***","605","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27103","大阪府 大阪市 福島区","","***","467","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27104","大阪府 大阪市 此花区","","***","1,694","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27106","大阪府 大阪市 西区","","***","520","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27107","大阪府 大阪市 港区","","***","790","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27108","大阪府 大阪市 大正区","","***","943","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27109","大阪府 大阪市 天王寺区","","***","480","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27111","大阪府 大阪市 浪速区","","***","437","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27113","大阪府 大阪市 西淀川区","","***","1,423","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27114","大阪府 大阪市 東淀川区","","***","1,325","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27115","大阪府 大阪市 東成区","","***","455","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27116","大阪府 大阪市 生野区","","***","838","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27117","大阪府 大阪市 旭区","","***","630","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27118","大阪府 大阪市 城東区","","***","842","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27119","大阪府 大阪市 阿倍野区","","***","599","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27120","大阪府 大阪市 住吉区","","***","934","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27121","大阪府 大阪市 東住吉区","","***","975","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27122","大阪府 大阪市 西成区","","***","735","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27123","大阪府 大阪市 淀川区","","***","1,264","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27124","大阪府 大阪市 鶴見区","","***","816","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27125","大阪府 大阪市 住之江区","","***","2,077","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27126","大阪府 大阪市 平野区","","***","1,530","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27127","大阪府 大阪市 北区","","***","1,033","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27128","大阪府 大阪市 中央区","","***","888","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27140","大阪府 堺市","","***","14,999","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","97.3"
"2012100000","2012年度","27141","大阪府 堺市 堺区","","***","2,369","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27142","大阪府 堺市 中区","","***","1,794","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27143","大阪府 堺市 東区","","***","1,048","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27144","大阪府 堺市 西区","","***","2,862","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27145","大阪府 堺市 南区","","***","4,044","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","90.0"
"2012100000","2012年度","27146","大阪府 堺市 北区","","***","1,558","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27147","大阪府 堺市 美原区","","***","1,324","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","99.9"
"2012100000","2012年度","27202","大阪府 岸和田市","","***","7,232","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","72.9"
"2012100000","2012年度","27203","大阪府 豊中市","","***","3,638","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","99.9"
"2012100000","2012年度","27204","大阪府 池田市","","***","2,209","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","74.9"
"2012100000","2012年度","27205","大阪府 吹田市","","***","3,611","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","99.4"
"2012100000","2012年度","27206","大阪府 泉大津市","","***","1,336","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27207","大阪府 高槻市","","***","10,531","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","54.3"
"2012100000","2012年度","27208","大阪府 貝塚市","","***","4,399","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","59.6"
"2012100000","2012年度","27209","大阪府 守口市","","***","1,273","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27210","大阪府 枚方市","","***","6,508","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","88.8"
"2012100000","2012年度","27211","大阪府 茨木市","","***","7,652","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","61.7"
"2012100000","2012年度","27212","大阪府 八尾市","","***","4,171","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","88.4"
"2012100000","2012年度","27213","大阪府 泉佐野市","","***","5,636","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","64.6"
"2012100000","2012年度","27214","大阪府 富田林市","","***","3,966","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","92.4"
"2012100000","2012年度","27215","大阪府 寝屋川市","","***","2,473","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","96.5"
"2012100000","2012年度","27216","大阪府 河内長野市","","***","10,961","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","31.0"
"2012100000","2012年度","27217","大阪府 松原市","","***","1,666","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27218","大阪府 大東市","","***","1,827","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","84.6"
"2012100000","2012年度","27219","大阪府 和泉市","","***","8,498","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","59.0"
"2012100000","2012年度","27220","大阪府 箕面市","","***","4,784","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","40.5"
"2012100000","2012年度","27221","大阪府 柏原市","","***","2,539","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","71.1"
"2012100000","2012年度","27222","大阪府 羽曳野市","","***","2,644","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","90.6"
"2012100000","2012年度","27223","大阪府 門真市","","***","1,228","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27224","大阪府 摂津市","","***","1,488","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27225","大阪府 高石市","","***","1,135","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27226","大阪府 藤井寺市","","***","889","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27227","大阪府 東大阪市","","***","6,181","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","83.7"
"2012100000","2012年度","27228","大阪府 泉南市","","***","4,883","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","54.1"
"2012100000","2012年度","27229","大阪府 四條畷市","","***","1,874","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","60.3"
"2012100000","2012年度","27230","大阪府 交野市","","***","2,555","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","62.4"
"2012100000","2012年度","27231","大阪府 大阪狭山市","","***","1,186","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","97.5"
"2012100000","2012年度","27232","大阪府 阪南市","","***","3,610","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","44.3"
"2012100000","2012年度","27301","大阪府 島本町","","***","1,678","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","40.1"
"2012100000","2012年度","27321","大阪府 豊能町","","***","3,437","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","35.4"
"2012100000","2012年度","27322","大阪府 能勢町","","***","9,868","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","21.5"
"2012100000","2012年度","27341","大阪府 忠岡町","","***","403","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27361","大阪府 熊取町","","***","1,723","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","69.0"
"2012100000","2012年度","27362","大阪府 田尻町","","***","560","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","100.0"
"2012100000","2012年度","27366","大阪府 岬町","","***","4,910","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","26.0"
"2012100000","2012年度","27381","大阪府 太子町","","***","1,417","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","63.4"
"2012100000","2012年度","27382","大阪府 河南町","","***","2,526","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","51.9"
"2012100000","2012年度","27383","大阪府 千早赤阪村","","***","3,738","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","19.3"
"2011100000","2011年度","27100","大阪府 大阪市","","***","22,300","1,158","196","697,160","1,173,206","74,661","1,287,814","600,790","3,400,166","1,146,429","642,766","556,317","324,785","218,568","175,262","593,349","23,410","736,113","***","***","***","***","***","100.0"
"2011100000","2011年度","27102","大阪府 大阪市 都島区","","***","605","X","X","12,259","14,362","0","3,923","8,748","37,705","10,889","9,520","3,604","10,690","7,710","2,822","18,635","499","5,950","***","***","***","***","***","100.0"
"2011100000","2011年度","27103","大阪府 大阪市 福島区","","***","467","0","0","10,022","22,022","X","40,702","15,996","129,122","9,442","12,636","10,919","7,221","2,267","946","18,521","399","10,873","***","***","***","***","***","100.0"
"2011100000","2011年度","27104","大阪府 大阪市 此花区","","***","1,694","X","X","9,191","59,822","3,613","1,493","43,403","19,955","2,149","4,639","15,455","2,929","24,452","553","9,843","359","6,218","***","***","***","***","***","100.0"
"2011100000","2011年度","27106","大阪府 大阪市 西区","","***","520","97","0","63,751","31,198","11,806","90,283","28,644","366,856","79,542","52,063","44,379","13,108","11,388","4,458","17,817","939","53,675","***","***","***","***","***","100.0"
"2011100000","2011年度","27107","大阪府 大阪市 港区","","***","790","0","0","23,046","15,786","X","7,789","43,182","30,777","4,924","6,307","4,034","3,502","2,202","2,316","16,042","405","12,873","***","***","***","***","***","100.0"
"2011100000","2011年度","27108","大阪府 大阪市 大正区","","***","943","X","0","6,983","34,690","X","365","16,776","21,393","2,945","2,698","2,398","3,126","1,285","1,010","7,710","363","6,483","***","***","***","***","***","100.0"
"2011100000","2011年度","27109","大阪府 大阪市 天王寺区","","***","480","X","0","22,877","13,752","0","9,640","17,705","68,706","60,100","31,816","12,044","15,607","4,984","15,391","46,291","529","14,261","***","***","***","***","***","100.0"
"2011100000","2011年度","27111","大阪府 大阪市 浪速区","","***","437","0","0","20,511","21,440","X","21,486","5,608","105,611","4,486","25,040","6,751","11,305","12,816","5,320","14,152","436","53,046","***","***","***","***","***","100.0"
"2011100000","2011年度","27113","大阪府 大阪市 西淀川区","","***","1,423","0","X","13,686","92,569","X","897","16,393","46,509","4,208","6,023","3,877","3,161","1,800","963","18,832","470","7,028","***","***","***","***","***","100.0"
"2011100000","2011年度","27114","大阪府 大阪市 東淀川区","","***","1,325","X","0","14,945","45,032","0","1,909","32,499","122,249","6,172","14,236","4,457","5,823","6,425","5,221","34,775","825","6,187","***","***","***","***","***","100.0"
